campaign_id,product_type,audience_age,audience_gender,location,channel,duration_days,budget_usd,click_through_rate
3989,Shoes,25-34,Female,New York,YouTube,14,3326.16,0.0619
3990,Shoes,18-24,Female,Illinois,LinkedIn,60,4226.07,0.0346
3991,Books,45-54,Male,California,LinkedIn,60,1199.4,0.0286
3992,Laptops,25-34,Female,Florida,YouTube,7,1629.65,0.0584
3993,Shoes,25-34,Female,Florida,YouTube,60,1798.95,0.0516
3994,Shoes,25-34,Other,Florida,Google Ads,60,3796.26,0.0671
3995,Furniture,45-54,Female,Illinois,Google Ads,60,5478.81,0.0719
3996,Furniture,55+,Female,New York,Google Ads,7,507.07,0.0611
3997,Shoes,35-44,Other,Illinois,YouTube,30,2304.36,0.0414
3998,Books,55+,Male,Illinois,LinkedIn,7,2168.68,0.0465
3999,Shoes,18-24,Male,Florida,Facebook,14,2906.8,0.0697
4000,Smartphones,35-44,Female,Illinois,Facebook,30,2077.77,0.0563
4001,Laptops,18-24,Female,California,LinkedIn,7,2353.72,0.0388
4002,Books,45-54,Other,Texas,LinkedIn,14,9846.86,0.068
4003,Smartphones,55+,Male,Texas,LinkedIn,14,6149.94,0.0301
4004,Books,25-34,Male,Texas,Google Ads,45,7745.59,0.0884
4005,Smartphones,35-44,Male,Florida,Instagram,45,8283.76,0.0492
4006,Laptops,25-34,Other,Florida,YouTube,60,6842.97,0.0641
4007,Laptops,18-24,Other,Texas,Google Ads,30,7188.76,0.0841
4008,Furniture,25-34,Other,New York,Facebook,7,6506.69,0.0539
4009,Smartphones,25-34,Female,Texas,YouTube,60,6669.05,0.0731
4010,Furniture,45-54,Male,Illinois,LinkedIn,30,9320.27,0.0543
4011,Smartphones,45-54,Female,Texas,Facebook,45,2264.52,0.0394
4012,Furniture,55+,Female,Texas,LinkedIn,7,3109.94,0.0535
4013,Laptops,18-24,Other,New York,LinkedIn,14,1385.96,0.0362
4014,Books,45-54,Male,Florida,LinkedIn,14,8454.58,0.0653
4015,Furniture,45-54,Female,Florida,YouTube,60,4763.18,0.0758
4016,Smartphones,55+,Male,Illinois,Facebook,60,9117.49,0.041
4017,Smartphones,35-44,Female,Texas,Facebook,7,4410.92,0.0596
4018,Laptops,55+,Other,California,LinkedIn,14,4704.83,0.037
4019,Smartphones,25-34,Female,Illinois,Google Ads,60,4759.39,0.0822
4020,Shoes,25-34,Other,Florida,Instagram,14,6318.68,0.0784
4021,Books,45-54,Male,New York,Google Ads,45,7778.18,0.0762
4022,Furniture,45-54,Female,Florida,YouTube,60,3837.28,0.0527
4023,Books,55+,Female,Florida,Instagram,30,6486.57,0.0697
4024,Laptops,55+,Other,New York,Google Ads,60,2437.69,0.0382
4025,Furniture,18-24,Other,Texas,Facebook,45,5763.45,0.0401
4026,Furniture,25-34,Male,Texas,Google Ads,7,5692.56,0.0838
4027,Shoes,55+,Other,Florida,LinkedIn,14,8942.8,0.0411
4028,Laptops,35-44,Male,Illinois,YouTube,7,9010.53,0.0773
4029,Smartphones,18-24,Female,California,Google Ads,60,5128.51,0.0685
4030,Shoes,55+,Male,Illinois,Google Ads,30,733.69,0.0361
4031,Shoes,45-54,Male,Illinois,Instagram,7,8523.91,0.0575
4032,Books,55+,Male,Florida,LinkedIn,30,505.91,0.0211
4033,Books,45-54,Female,Florida,Instagram,60,5043.41,0.0497
4034,Books,45-54,Female,California,YouTube,30,688.01,0.042
4035,Shoes,25-34,Other,California,YouTube,30,3849.62,0.0467
4036,Smartphones,25-34,Male,California,LinkedIn,45,6549.26,0.0593
4037,Furniture,55+,Female,Florida,Instagram,7,4026.41,0.0507
4038,Books,55+,Male,Florida,LinkedIn,60,9305.47,0.056
4039,Smartphones,35-44,Male,Illinois,Instagram,45,6587.25,0.0464
4040,Laptops,18-24,Male,Florida,Facebook,30,6641.22,0.055
4041,Books,18-24,Female,Texas,LinkedIn,45,4057.15,0.0351
4042,Furniture,55+,Male,Texas,YouTube,45,866.16,0.0404
4043,Laptops,25-34,Male,California,Instagram,30,7512.71,0.0584
4044,Laptops,35-44,Other,Florida,Facebook,60,7304.32,0.053
4045,Furniture,18-24,Male,Texas,YouTube,14,5536.19,0.0458
4046,Books,55+,Other,Illinois,Instagram,45,4454.55,0.0586
4047,Shoes,25-34,Male,New York,Facebook,7,5614.01,0.0628
4048,Furniture,25-34,Other,Illinois,YouTube,30,7594.75,0.0633
4049,Furniture,25-34,Female,New York,YouTube,14,7271.46,0.0588
4050,Furniture,45-54,Female,Illinois,Facebook,45,6752.04,0.0699
4051,Laptops,25-34,Male,Texas,YouTube,30,9085.88,0.0754
4052,Smartphones,55+,Other,Florida,Instagram,30,6293.94,0.029
4053,Shoes,35-44,Female,New York,Instagram,45,637.84,0.0224
4054,Books,55+,Male,Florida,YouTube,7,6371.61,0.0727
4055,Books,25-34,Male,Florida,Google Ads,30,6319.31,0.0849
4056,Smartphones,35-44,Other,Texas,Facebook,30,1161.54,0.0466
4057,Furniture,18-24,Other,California,Google Ads,45,4563.43,0.0564
4058,Shoes,18-24,Male,California,Instagram,14,6685.41,0.0654
4059,Books,55+,Other,New York,YouTube,30,7192.76,0.0673
4060,Books,35-44,Other,Texas,LinkedIn,30,8983.97,0.0573
4061,Furniture,55+,Female,Florida,LinkedIn,45,8493.12,0.0547
4062,Smartphones,35-44,Other,Illinois,Google Ads,30,1607.24,0.0548
4063,Shoes,35-44,Male,Illinois,Google Ads,45,6283.45,0.0682
4064,Smartphones,55+,Other,New York,Google Ads,7,6166.57,0.0751
4065,Smartphones,35-44,Male,New York,Instagram,45,3385.61,0.0353
4066,Shoes,25-34,Male,New York,Instagram,14,2249.0,0.0479
4067,Shoes,35-44,Other,Texas,YouTube,30,2395.33,0.0644
4068,Books,35-44,Other,Illinois,Instagram,7,2186.7,0.0491
4069,Books,55+,Other,Texas,YouTube,30,8159.5,0.0653
4070,Shoes,18-24,Female,Texas,YouTube,30,1909.73,0.0642
4071,Laptops,45-54,Female,Florida,Google Ads,45,3011.72,0.0733
4072,Books,35-44,Other,Texas,LinkedIn,30,2568.99,0.0477
4073,Laptops,45-54,Male,Texas,Google Ads,7,7272.14,0.077
4074,Shoes,35-44,Other,Florida,Instagram,60,2004.76,0.033
4075,Books,55+,Female,California,Facebook,30,728.62,0.0392
4076,Smartphones,55+,Female,Florida,Instagram,45,4055.14,0.0364
4077,Shoes,35-44,Other,New York,LinkedIn,14,3398.4,0.0316
4078,Furniture,55+,Male,California,Instagram,30,4278.19,0.0498
4079,Laptops,55+,Male,Illinois,LinkedIn,45,7661.25,0.0475
4080,Shoes,35-44,Female,Texas,Facebook,30,617.49,0.0166
4081,Shoes,18-24,Female,California,Facebook,60,858.22,0.0433
4082,Books,35-44,Female,Illinois,YouTube,60,2928.62,0.0571
4083,Books,18-24,Male,Florida,Instagram,7,8947.48,0.0531
4084,Books,55+,Female,Florida,YouTube,60,2106.21,0.0476
4085,Furniture,18-24,Female,New York,Google Ads,45,9971.86,0.058
4086,Books,55+,Male,New York,Google Ads,60,8154.08,0.0717
4087,Shoes,18-24,Female,California,Google Ads,45,4833.3,0.0747
4088,Books,18-24,Female,Texas,Google Ads,30,7604.69,0.0755
4089,Smartphones,35-44,Other,Florida,Google Ads,7,5428.74,0.0865
4090,Books,18-24,Female,California,Instagram,7,5876.93,0.0612
4091,Furniture,55+,Other,California,YouTube,60,6017.33,0.0602
4092,Smartphones,35-44,Female,California,YouTube,14,6662.84,0.069
4093,Shoes,18-24,Female,New York,LinkedIn,60,1077.26,0.0423
4094,Shoes,35-44,Other,Florida,Google Ads,14,6356.73,0.0897
4095,Laptops,45-54,Female,New York,Facebook,60,7311.01,0.0457
4096,Smartphones,35-44,Other,New York,LinkedIn,45,3451.87,0.0403
4097,Laptops,45-54,Female,California,LinkedIn,45,9796.5,0.0447
4098,Smartphones,45-54,Other,Illinois,Instagram,14,1872.23,0.034
4099,Smartphones,35-44,Other,Illinois,LinkedIn,7,9149.2,0.0555
4100,Furniture,55+,Female,Illinois,Facebook,14,6926.27,0.0686
4101,Laptops,55+,Female,California,YouTube,30,6810.99,0.0601
4102,Furniture,55+,Other,Texas,LinkedIn,7,8822.22,0.0628
4103,Smartphones,25-34,Male,Florida,Instagram,14,8401.43,0.0696
4104,Shoes,45-54,Female,California,Google Ads,30,3781.63,0.0535
4105,Smartphones,35-44,Female,California,Facebook,30,7201.01,0.0429
4106,Furniture,55+,Male,New York,Google Ads,60,980.72,0.0508
4107,Laptops,55+,Male,Illinois,LinkedIn,14,4908.18,0.0402
4108,Laptops,35-44,Other,California,YouTube,45,9408.88,0.0594
4109,Furniture,45-54,Female,Texas,Instagram,60,3103.85,0.0497
4110,Laptops,35-44,Other,Florida,Facebook,7,974.72,0.0536
4111,Books,25-34,Female,Texas,YouTube,45,6037.98,0.0522
4112,Shoes,25-34,Male,California,Facebook,30,3873.45,0.0508
4113,Shoes,35-44,Other,California,Instagram,7,4106.99,0.0546
4114,Shoes,45-54,Female,New York,Instagram,60,6033.34,0.0276
4115,Laptops,55+,Female,Texas,LinkedIn,30,6405.1,0.0397
4116,Laptops,25-34,Male,New York,Facebook,30,4654.56,0.0578
4117,Smartphones,25-34,Male,Texas,LinkedIn,30,5321.72,0.0552
4118,Smartphones,45-54,Female,Illinois,Facebook,45,9935.93,0.0534
4119,Shoes,25-34,Male,Illinois,Facebook,60,9592.91,0.0647
4120,Books,25-34,Male,Texas,Google Ads,60,7219.51,0.0812
4121,Smartphones,45-54,Other,New York,LinkedIn,45,2034.06,0.0165
4122,Smartphones,35-44,Female,Illinois,Facebook,60,3919.62,0.0455
4123,Laptops,55+,Other,California,Facebook,30,8889.34,0.0537
4124,Books,55+,Male,Florida,Instagram,30,4523.88,0.0578
4125,Shoes,25-34,Female,New York,Google Ads,30,9575.99,0.0793
4126,Smartphones,55+,Male,Texas,Instagram,60,5138.87,0.0313
4127,Books,35-44,Male,Florida,LinkedIn,14,8686.81,0.0557
4128,Books,25-34,Female,Florida,LinkedIn,7,836.1,0.0316
4129,Shoes,55+,Male,California,Facebook,14,4624.56,0.0401
4130,Books,18-24,Other,New York,YouTube,45,7152.49,0.0531
4131,Books,18-24,Female,Florida,Instagram,14,8703.86,0.0614
4132,Books,18-24,Male,New York,LinkedIn,14,6291.51,0.0351
4133,Smartphones,18-24,Male,California,Facebook,45,2145.99,0.0518
4134,Shoes,18-24,Male,Texas,Facebook,14,8915.04,0.0661
4135,Books,25-34,Female,Florida,Instagram,7,5960.73,0.0552
4136,Books,45-54,Other,Florida,Facebook,60,1526.17,0.0405
4137,Smartphones,45-54,Male,Florida,Google Ads,45,4906.54,0.07
4138,Shoes,25-34,Male,New York,YouTube,14,7139.96,0.0731
4139,Laptops,25-34,Male,Florida,Instagram,30,4784.65,0.0597
4140,Smartphones,35-44,Female,New York,Instagram,30,8772.51,0.0512
4141,Shoes,45-54,Male,Illinois,Instagram,45,4525.1,0.0333
4142,Books,18-24,Male,Illinois,Facebook,30,6042.8,0.0607
4143,Shoes,25-34,Male,New York,Facebook,7,2506.12,0.0472
4144,Shoes,18-24,Female,Illinois,Instagram,14,5370.52,0.0641
4145,Shoes,45-54,Other,California,Instagram,7,2617.14,0.0417
4146,Laptops,55+,Female,California,Google Ads,7,2639.28,0.0583
4147,Shoes,55+,Other,Illinois,LinkedIn,60,3159.07,0.0277
4148,Laptops,25-34,Other,Texas,Google Ads,14,919.89,0.0748
4149,Books,35-44,Female,New York,Instagram,45,2051.44,0.0444
4150,Laptops,18-24,Male,Illinois,Facebook,30,4531.43,0.0438
4151,Books,25-34,Other,New York,Facebook,60,1745.07,0.0396
4152,Books,35-44,Male,Illinois,Instagram,7,1767.16,0.0435
4153,Laptops,18-24,Other,California,LinkedIn,30,9695.35,0.054
4154,Smartphones,45-54,Male,Texas,YouTube,14,4557.42,0.0534
4155,Furniture,55+,Male,New York,YouTube,7,4335.46,0.0631
4156,Shoes,35-44,Female,Texas,Google Ads,7,3043.49,0.0642
4157,Furniture,18-24,Male,California,LinkedIn,14,5368.25,0.0202
4158,Shoes,25-34,Other,Florida,YouTube,45,6162.62,0.0663
4159,Shoes,18-24,Male,Florida,LinkedIn,60,4472.76,0.0481
4160,Books,25-34,Male,New York,Facebook,14,4241.18,0.0484
4161,Shoes,55+,Male,California,Facebook,30,7154.05,0.0299
4162,Shoes,55+,Other,New York,LinkedIn,30,9522.88,0.0175
4163,Laptops,18-24,Other,New York,Instagram,7,8839.31,0.0645
4164,Furniture,18-24,Other,New York,YouTube,60,1626.89,0.0211
4165,Laptops,25-34,Male,Texas,YouTube,45,6696.93,0.0648
4166,Shoes,25-34,Female,Illinois,Facebook,45,566.95,0.0374
4167,Books,35-44,Other,California,Google Ads,30,6514.37,0.0829
4168,Laptops,35-44,Male,Texas,YouTube,45,4911.36,0.0643
4169,Laptops,35-44,Other,Illinois,Facebook,30,5165.57,0.0564
4170,Smartphones,18-24,Female,New York,Facebook,60,6086.24,0.0733
4171,Shoes,35-44,Male,Florida,LinkedIn,7,7555.23,0.0476
4172,Books,18-24,Other,Texas,LinkedIn,30,7429.85,0.039
4173,Laptops,55+,Other,California,LinkedIn,60,922.55,0.0088
4174,Laptops,45-54,Female,California,Google Ads,30,7496.7,0.071
4175,Books,55+,Other,Illinois,YouTube,14,8383.25,0.0826
4176,Shoes,18-24,Male,Texas,Google Ads,30,1147.64,0.0711
4177,Smartphones,18-24,Male,New York,Google Ads,60,3567.99,0.0733
4178,Laptops,45-54,Female,Illinois,LinkedIn,45,8024.61,0.0374
4179,Smartphones,25-34,Female,California,Facebook,30,5184.51,0.0649
4180,Furniture,25-34,Female,Texas,Instagram,7,7101.47,0.0625
4181,Shoes,25-34,Male,Florida,Facebook,60,5272.0,0.0521
4182,Furniture,35-44,Female,New York,Facebook,45,9793.11,0.0632
4183,Furniture,25-34,Other,California,Facebook,60,9393.83,0.0497
4184,Furniture,35-44,Other,Texas,Facebook,30,3170.88,0.0509
4185,Shoes,35-44,Male,Florida,Google Ads,14,4165.91,0.0795
4186,Shoes,25-34,Other,California,LinkedIn,14,4597.79,0.0553
4187,Books,25-34,Female,Florida,LinkedIn,7,1489.94,0.0403
4188,Smartphones,45-54,Other,California,Facebook,7,4338.71,0.0454
4189,Smartphones,45-54,Female,Illinois,Instagram,45,7861.05,0.0374
4190,Books,35-44,Other,Illinois,YouTube,14,8545.51,0.0835
4191,Books,45-54,Male,Illinois,Facebook,30,8918.26,0.0746
4192,Furniture,35-44,Female,Texas,Facebook,60,638.31,0.0414
4193,Books,18-24,Other,Illinois,Instagram,60,7993.66,0.0507
4194,Laptops,35-44,Male,Texas,Google Ads,14,5274.96,0.0927
4195,Smartphones,35-44,Other,New York,Facebook,14,2458.51,0.0521
4196,Books,45-54,Male,Illinois,Instagram,60,5238.08,0.0436
4197,Laptops,18-24,Other,Texas,Google Ads,45,8520.47,0.0775
4198,Laptops,55+,Female,California,Google Ads,60,4625.37,0.0561
4199,Laptops,55+,Female,Texas,Facebook,7,9909.38,0.062
4200,Laptops,55+,Female,Texas,Google Ads,30,6358.49,0.074
4201,Furniture,18-24,Female,California,Facebook,14,5152.75,0.0439
4202,Laptops,25-34,Female,Texas,Facebook,14,3301.45,0.0635
4203,Furniture,18-24,Other,California,LinkedIn,45,604.99,0.002
4204,Furniture,45-54,Other,Florida,YouTube,7,6300.21,0.0842
4205,Laptops,35-44,Other,Illinois,YouTube,60,5986.21,0.0643
4206,Smartphones,35-44,Other,New York,LinkedIn,7,5409.74,0.0587
4207,Laptops,45-54,Female,Texas,Facebook,7,5608.19,0.0569
4208,Laptops,45-54,Male,California,Instagram,45,8513.46,0.0363
4209,Laptops,35-44,Female,Illinois,Google Ads,45,3510.26,0.0698
4210,Smartphones,25-34,Other,Texas,LinkedIn,60,5727.41,0.0515
4211,Shoes,25-34,Female,Illinois,LinkedIn,60,6959.5,0.0425
4212,Shoes,25-34,Female,Florida,LinkedIn,30,2493.28,0.0513
4213,Furniture,45-54,Female,Texas,LinkedIn,7,9285.78,0.062
4214,Furniture,35-44,Male,California,YouTube,60,7502.66,0.0624
4215,Smartphones,35-44,Female,Florida,Facebook,45,1006.31,0.0341
4216,Books,35-44,Female,Texas,LinkedIn,30,8718.51,0.0721
4217,Shoes,18-24,Male,Illinois,LinkedIn,30,9333.77,0.0588
4218,Furniture,18-24,Female,Florida,LinkedIn,45,8039.87,0.0361
4219,Shoes,55+,Female,California,Instagram,60,4549.13,0.0169
4220,Smartphones,18-24,Female,Texas,Instagram,45,9946.58,0.0744
4221,Smartphones,25-34,Female,Illinois,Google Ads,60,1682.14,0.0582
4222,Books,25-34,Female,Illinois,Facebook,45,5597.76,0.0588
4223,Books,25-34,Other,Florida,LinkedIn,45,2118.71,0.0392
4224,Smartphones,25-34,Female,Texas,Google Ads,14,4673.81,0.0895
4225,Furniture,55+,Male,Illinois,Google Ads,60,9310.53,0.0664
4226,Shoes,25-34,Female,Florida,Facebook,7,8045.48,0.0718
4227,Laptops,45-54,Other,New York,Instagram,14,7929.78,0.0524
4228,Books,45-54,Male,Illinois,Facebook,14,3861.61,0.0647
4229,Laptops,45-54,Male,Florida,Google Ads,14,9375.57,0.0789
4230,Furniture,18-24,Female,New York,Facebook,14,3998.48,0.044
4231,Books,35-44,Other,Florida,Instagram,7,879.75,0.051
4232,Laptops,55+,Female,Illinois,Google Ads,14,6559.11,0.0636
4233,Furniture,45-54,Other,New York,Facebook,7,3945.15,0.0594
4234,Shoes,45-54,Other,Florida,LinkedIn,7,1960.39,0.0302
4235,Furniture,25-34,Female,Texas,LinkedIn,14,9379.25,0.0624
4236,Books,45-54,Other,New York,Facebook,30,6553.78,0.0548
4237,Smartphones,25-34,Female,Florida,Facebook,7,9435.03,0.0794
4238,Shoes,25-34,Other,Texas,Instagram,14,6038.3,0.0705
4239,Laptops,35-44,Male,New York,Google Ads,45,1106.7,0.0588
4240,Books,18-24,Female,Florida,Facebook,45,784.43,0.0208
4241,Smartphones,25-34,Other,Illinois,Google Ads,60,9055.33,0.0794
4242,Furniture,25-34,Male,New York,LinkedIn,7,867.92,0.0345
4243,Smartphones,35-44,Male,New York,Google Ads,7,6344.17,0.0829
4244,Books,25-34,Male,Texas,YouTube,45,3330.77,0.0408
4245,Books,55+,Male,Florida,Instagram,7,7032.75,0.0707
4246,Smartphones,18-24,Female,Illinois,Instagram,7,3204.86,0.0721
4247,Furniture,55+,Other,Texas,Google Ads,45,853.61,0.0597
4248,Smartphones,45-54,Male,New York,Instagram,14,7442.97,0.0514
4249,Books,18-24,Other,Texas,Google Ads,45,3453.57,0.0771
4250,Books,45-54,Other,Texas,Google Ads,30,5732.59,0.082
4251,Laptops,25-34,Other,Texas,LinkedIn,45,7851.73,0.0562
4252,Laptops,35-44,Female,New York,Google Ads,45,7176.82,0.0706
4253,Shoes,55+,Female,California,Instagram,14,3811.43,0.0298
4254,Books,45-54,Male,Texas,YouTube,45,7604.35,0.066
4255,Laptops,25-34,Other,California,Facebook,45,9293.97,0.0666
4256,Smartphones,55+,Female,Illinois,Instagram,14,6294.76,0.0379
4257,Furniture,55+,Female,Illinois,YouTube,45,7183.31,0.0687
4258,Smartphones,45-54,Female,Illinois,Instagram,14,8726.13,0.0459
4259,Furniture,25-34,Male,Florida,YouTube,30,8514.59,0.071
4260,Laptops,35-44,Female,New York,Instagram,14,3840.21,0.057
4261,Shoes,45-54,Other,California,Facebook,7,9921.16,0.0553
4262,Smartphones,55+,Female,Florida,LinkedIn,7,771.38,0.0252
4263,Smartphones,55+,Female,California,LinkedIn,14,9873.72,0.0335
4264,Smartphones,18-24,Male,New York,Facebook,45,2836.97,0.0529
4265,Furniture,25-34,Other,Texas,Instagram,60,4684.15,0.0376
4266,Laptops,18-24,Female,Florida,YouTube,60,8895.04,0.0622
4267,Smartphones,35-44,Other,New York,Google Ads,30,2821.12,0.0626
4268,Smartphones,45-54,Other,Florida,Instagram,30,2635.43,0.0418
4269,Shoes,55+,Female,Illinois,Facebook,60,6609.53,0.0368
4270,Shoes,25-34,Male,Florida,LinkedIn,60,7201.78,0.0517
4271,Laptops,55+,Other,Texas,LinkedIn,14,570.97,0.0207
4272,Laptops,18-24,Female,Texas,Instagram,60,4779.22,0.0481
4273,Books,18-24,Other,California,YouTube,7,5146.54,0.0706
4274,Shoes,45-54,Other,Florida,Facebook,30,3082.43,0.0312
4275,Books,25-34,Other,Illinois,Facebook,30,5688.04,0.0451
4276,Furniture,25-34,Female,Texas,YouTube,7,1968.49,0.0604
4277,Books,45-54,Other,California,YouTube,30,3574.26,0.0528
4278,Smartphones,18-24,Other,Illinois,Instagram,60,7275.77,0.0544
4279,Books,18-24,Male,Illinois,Instagram,30,8800.97,0.0577
4280,Laptops,18-24,Female,Illinois,LinkedIn,7,6099.1,0.0467
4281,Furniture,55+,Female,New York,LinkedIn,30,1211.02,0.0369
4282,Smartphones,35-44,Other,Texas,YouTube,60,6948.09,0.058
4283,Books,18-24,Male,New York,Google Ads,14,9027.18,0.0776
4284,Furniture,35-44,Other,New York,Google Ads,60,5290.98,0.0679
4285,Furniture,35-44,Other,Texas,Google Ads,30,5190.07,0.0864
4286,Smartphones,25-34,Female,Florida,Facebook,45,9918.43,0.0597
4287,Books,45-54,Male,California,Instagram,30,6544.83,0.0411
4288,Furniture,55+,Other,Texas,YouTube,30,8157.27,0.0593
4289,Furniture,35-44,Female,California,LinkedIn,7,6641.69,0.0656
4290,Shoes,55+,Other,Florida,Google Ads,45,2598.7,0.0442
4291,Furniture,25-34,Other,Texas,LinkedIn,7,3198.74,0.0368
4292,Shoes,18-24,Male,Illinois,Instagram,7,6824.2,0.0726
4293,Books,35-44,Male,Texas,YouTube,60,4832.68,0.0701
4294,Books,45-54,Male,Florida,Google Ads,14,4341.3,0.0896
4295,Books,25-34,Other,New York,Google Ads,30,713.29,0.0493
4296,Laptops,55+,Male,Texas,YouTube,45,8901.51,0.051
4297,Books,18-24,Female,Illinois,LinkedIn,30,8902.73,0.0429
4298,Furniture,55+,Other,Texas,Instagram,7,4879.23,0.0537
4299,Smartphones,45-54,Male,New York,Instagram,14,7157.02,0.0502
4300,Shoes,35-44,Other,Texas,Instagram,7,2189.28,0.0425
4301,Laptops,45-54,Other,Illinois,LinkedIn,30,5286.2,0.0346
4302,Books,55+,Female,Florida,LinkedIn,60,4669.22,0.0363
4303,Books,55+,Female,Illinois,Google Ads,30,6737.83,0.098
4304,Smartphones,45-54,Female,Florida,LinkedIn,7,4961.64,0.0468
4305,Smartphones,45-54,Other,Illinois,Facebook,45,5235.13,0.0363
4306,Laptops,45-54,Other,California,YouTube,45,3309.27,0.0525
4307,Shoes,18-24,Female,Texas,LinkedIn,45,960.02,0.0323
4308,Books,55+,Other,Texas,Instagram,45,9211.74,0.0625
4309,Laptops,25-34,Female,New York,LinkedIn,45,616.2,0.0241
4310,Furniture,18-24,Female,California,Google Ads,14,3172.58,0.0557
4311,Furniture,18-24,Male,New York,YouTube,14,4752.3,0.0394
4312,Laptops,18-24,Female,Texas,YouTube,60,3531.38,0.052
4313,Books,25-34,Male,New York,Instagram,45,5743.22,0.0361
4314,Laptops,45-54,Female,Florida,YouTube,7,4885.32,0.0619
4315,Books,55+,Other,California,Facebook,7,2927.02,0.0655
4316,Smartphones,35-44,Male,Illinois,YouTube,30,1336.19,0.0516
4317,Laptops,35-44,Other,Florida,Instagram,45,1806.59,0.0391
4318,Books,55+,Other,Illinois,YouTube,7,5120.04,0.0635
4319,Laptops,25-34,Female,New York,LinkedIn,60,8536.48,0.0335
4320,Laptops,35-44,Female,Texas,Google Ads,7,1456.07,0.0776
4321,Books,18-24,Other,Florida,LinkedIn,60,6933.46,0.0407
4322,Books,35-44,Female,California,Facebook,45,8024.87,0.0579
4323,Shoes,55+,Female,Illinois,Facebook,30,3129.34,0.0436
4324,Laptops,18-24,Female,Florida,Google Ads,30,6848.28,0.0813
4325,Furniture,35-44,Other,Texas,Google Ads,14,7023.25,0.0941
4326,Laptops,55+,Male,California,Google Ads,45,7224.03,0.0539
4327,Laptops,25-34,Male,California,Google Ads,7,8962.69,0.1003
4328,Books,55+,Other,Illinois,YouTube,30,4286.0,0.0639
4329,Laptops,25-34,Female,Florida,LinkedIn,60,2815.05,0.0339
4330,Laptops,18-24,Female,Florida,Facebook,60,5666.53,0.0519
4331,Furniture,55+,Male,California,YouTube,7,1094.21,0.0607
4332,Books,45-54,Other,New York,Google Ads,7,3672.25,0.0907
4333,Laptops,45-54,Other,California,Instagram,45,8890.64,0.0421
4334,Smartphones,45-54,Female,Texas,Instagram,7,5554.55,0.0577
4335,Shoes,45-54,Female,Florida,LinkedIn,7,4648.42,0.0416
4336,Furniture,45-54,Female,Illinois,Facebook,7,3024.0,0.0667
4337,Laptops,25-34,Other,Florida,Facebook,30,2878.57,0.0582
4338,Smartphones,55+,Male,California,LinkedIn,45,2747.81,0.019
4339,Laptops,18-24,Other,Texas,Google Ads,7,8377.72,0.0966
4340,Laptops,45-54,Other,New York,Google Ads,7,9857.69,0.0712
4341,Books,45-54,Other,Florida,Facebook,60,5580.59,0.0566
4342,Books,18-24,Male,California,Facebook,30,1258.42,0.027
4343,Books,18-24,Female,California,Facebook,7,7634.87,0.0557
4344,Smartphones,45-54,Female,California,Google Ads,30,8832.02,0.0686
4345,Laptops,25-34,Other,Texas,Instagram,45,9346.67,0.0575
4346,Shoes,18-24,Other,California,LinkedIn,45,6473.37,0.0495
4347,Furniture,55+,Male,California,LinkedIn,14,5315.37,0.038
4348,Books,55+,Male,California,YouTube,60,6395.01,0.0555
4349,Books,25-34,Female,Florida,YouTube,14,623.03,0.0514
4350,Laptops,35-44,Other,California,Instagram,30,6726.49,0.0614
4351,Laptops,25-34,Male,Texas,Facebook,60,7241.64,0.055
4352,Smartphones,45-54,Male,Florida,Instagram,7,7359.29,0.062
4353,Smartphones,35-44,Other,California,YouTube,60,5849.18,0.0535
4354,Books,45-54,Other,New York,YouTube,60,7150.42,0.067
4355,Laptops,55+,Other,Texas,LinkedIn,45,6568.91,0.0255
4356,Shoes,18-24,Other,New York,Instagram,14,1597.52,0.0548
4357,Furniture,45-54,Other,Texas,Google Ads,45,9034.48,0.0898
4358,Laptops,55+,Other,New York,YouTube,45,6415.91,0.0366
4359,Laptops,25-34,Male,California,LinkedIn,14,7414.05,0.0709
4360,Smartphones,45-54,Other,New York,Facebook,45,3757.43,0.0308
4361,Furniture,55+,Female,New York,Instagram,60,9232.78,0.0519
4362,Books,18-24,Other,Texas,YouTube,30,5274.85,0.0648
4363,Laptops,45-54,Female,California,Google Ads,7,6950.56,0.078
4364,Books,55+,Female,Texas,YouTube,7,9545.73,0.0906
4365,Laptops,45-54,Female,California,Google Ads,45,9202.79,0.0833
4366,Books,18-24,Other,Illinois,Instagram,14,6625.59,0.0484
4367,Furniture,45-54,Other,Florida,Google Ads,60,2074.54,0.0665
4368,Smartphones,45-54,Female,Florida,Google Ads,45,9530.4,0.0763
4369,Furniture,55+,Other,Texas,LinkedIn,60,9849.29,0.0377
4370,Shoes,35-44,Male,California,Instagram,60,1482.27,0.0292
4371,Smartphones,45-54,Male,New York,YouTube,7,4777.83,0.0631
4372,Furniture,35-44,Male,Florida,Facebook,30,5708.43,0.0739
4373,Shoes,25-34,Male,Texas,Instagram,30,1374.77,0.0473
4374,Laptops,45-54,Other,Texas,Instagram,14,2301.96,0.0545
4375,Laptops,35-44,Female,Texas,Facebook,30,5608.2,0.0642
4376,Books,25-34,Other,California,YouTube,45,9649.35,0.054
4377,Smartphones,55+,Male,Texas,LinkedIn,7,764.19,0.0161
4378,Laptops,45-54,Other,Illinois,YouTube,7,9168.21,0.0683
4379,Smartphones,55+,Other,New York,Facebook,60,9036.78,0.035
4380,Laptops,25-34,Male,Texas,YouTube,45,8643.2,0.071
